【在中国，每条狗都可能是死神】中国是仅次于印度的第二大狂犬病国家，每年平均有两千个死亡病例，他们中的许多人，在发病后的几天内，因咽喉疼痛肿胀阻塞呼吸道、癫痫发作或脏器衰竭，悲哀又可怕地死在了8月的高发期。详见在中国，每条狗都可能是死神 （来源：浪潮工作室）  [组图共9张] 原图 ,这话说的太绝对太过分了吧;每个人还是死神呢！想让大家认识和预防狂犬病和规范宠物狗领养，肉狗养殖、流浪狗管理，而不是引起节奏，就注意下文文章的标题和质量。;那导盲犬。。搜救犬 工作的时候  你们在哪？现在很多城市人养的狗都会自觉打狂犬疫苗好吧？取关谢谢。;,2017-08-14 16:20,non-rumor
爱狗人士快来围观你家主宗惹的祸……狂犬病真的很吓人！爱狗人士要克制！有的野狗没打育苗的还有野性的！不小心被咬的你再是爱狗人士也得这样  【狂犬病发作是这样吗?】  ,,2017-08-15 23:59,non-rumor
"真不知道这种吃狗肉的人咋想的，这种时刻巴不得所有狗都有传染病狂犬病！！吃死你们逼嘴馋的！  
原始用户",,2017-08-15 23:47,non-rumor
不管不管老子就是护犊子你是狂犬病挑清楚再怼别咬到老子养的犊子  ,,2017-08-15 23:40,non-rumor
标题不负责任。吸毒幻觉也可能凭什么说狂犬病？有医生确诊吗？脑残  【狂犬病发作是这样吗?】  ,,2017-08-15 23:18,non-rumor
买巴西龟，我爸看了大叫说这只乌龟有埃博拉病毒，在我爸的启迪下，昨天坐在车后座，看到一条狗满脑子都是狂犬病，吓了一跳，小腿被勾了，尼玛被害妄想症太严重。  ,,2017-08-15 22:52,non-rumor
得了狂犬病的人，可怜！！ http,,2017-08-15 22:44,non-rumor
分享一下几个智障，一波是微博上遇到的，扬  [奋斗]言狂犬病潜伏期40年、六七十年甚至终身潜伏，健康犬也带毒的；一个是B站遇到的，扬言“工业文明都是先抄袭再创新”。对于以上人士，我只想对你[c囧]们说：去你个大西瓜！反手一个煤气罐走好不送！  ,,2017-08-15 22:36,non-rumor
男子口水流不止 确诊狂犬病13小时后去世http,,2017-08-16 23:44,non-rumor
《吉林微信群疯传女子“狂犬病”发作医院爬地吼叫 相关部门介入》 http,,2017-08-16 23:11,non-rumor
医院里犯病了，狂犬病，真可怕了#经典幽默搞笑视频# #搞笑内涵图# #迷之微笑# 露颗大门牙的秒拍视频  ,,2017-08-16 23:09,non-rumor
我爸刚把我叫过去给我看一个朋友圈的视频，一女子在地上爬行神志不清狂吼乱叫状似丧尸，标题是郑州二院一女的得了狂犬病……他以此视频教育我半天让我不要随便招猫逗狗，我只好点头应和，回来一搜新闻说这是谣言 明明是吉林二院的事情，这个人得的是精神病也不是狂犬病 哈哈哈哈哈哈哈哈哈哈朋友圈害人不浅 ,我爸爸也是;同一个世界，同一个家长;哈哈 我爸刚给我发了 笑死我了;,2017-08-16 23:02,non-rumor
这是神经病吧，很多动物都有狂犬病毒，难道得了狂犬病就得学狗叫？汪星人表示很委屈  【狂犬病发作是这样吗?】  ,,2017-08-16 22:58,non-rumor
同学们，治狂犬病真的好贵，珍爱生命，远离猫  [组图共2张] 原图 ,回复@king-lebron:不算流浪猫吧，半流浪。;回复@是我的年头:你是被流浪猫咬了么;回复@king-lebron:光疫苗小四百。;,2017-08-16 22:56,non-rumor
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈狂犬病没毛病哈哈哈『唐七抄袭背后的性心理学』唐七抄袭背后的性心理学  ,,2017-08-16 22:33,non-rumor
网传一女子狂犬病发作，在吉大二院爬行并尖叫，甚至有人还言传已死亡！女子已被家人领走，医生表示没有经过精确诊断，不能确定女子得了什么病，或者被下药，不能妄加评论，以讹传讹！ 红星竹雨的秒拍视频  ,这不是吸毒了么;@祢伍姐_;谁家狂犬病犯病是学狗叫的;,2017-08-16 22:29,non-rumor
"我市迎接狂犬病防制工作交叉检查  
原始用户",,2017-08-16 22:12,non-rumor
【15名青年性侵一头驴后感染狂犬病 受害驴被处死】15名青年性侵一头驴后感染狂犬病 受害驴被处死  ,驴：再乱来我报警了啊！;。。。。。。无语;这也可以啊;,2017-08-16 22:11,non-rumor
我在看：【【狂犬病发作是这样吗?】有一种誓言叫曾经爆料：长春吉大二院，狂犬病发作，已经无法医治了。让小孩子远离猫狗，被动物咬伤一定要及时打疫苗，千万不能大意。】  【狂犬病发作是这样吗?】  ,,2017-08-17 23:40,non-rumor
日前，在摩洛哥首都拉巴特，15名青少年轮流性侵了一头驴后，感染了狂犬病，警方通知当地所有“接近并仰慕”过这头驴的人都要去接种狂犬疫苗。据当局估计，感染数量可能会高得多，不止这15人，因为有些家庭倾向于将子女带到外地的医院就医，以免羞辱。当局已下令受害驴的主人，将该驴宰杀。  ,,2017-08-17 23:04,non-rumor
#我有一个动物头# 大姑微信发视频，非说狂犬病，吓死我躺枪的狂犬病啊于是赶紧翻出呱呱和大白的合影压压惊  [组图共2张] 原图 ,,2017-08-17 22:56,non-rumor
@外向  原谅我也在群里，你怎么骂人的图不发出来呢？一会儿“伯母挂了”，一会儿“站街钱不够治你的狂犬病”。素质也不错哦  [组图共9张] 原图 ,恩感谢你。是有人先说滚的谢谢您;,2017-08-17 22:54,non-rumor
如今对于狂犬病的科普依旧让我两眼发黑一个晕厥  ,那么怕死为什么还要闯红灯呢;,2017-08-17 22:34,non-rumor
遇到狂犬病患，文明人勿要被咬或咬狗，做好自我保护以免被病毒感染，狗咬了人记得直接举报人身和有害。（一）犬咬伤与狂犬病        犬与人的接触密切，加之犬的流动性大，并具有咬人的行为特点，就成了狂犬病流行中的主要环节。犬咬伤和狂犬病逐年增加，已成为全球性的严重的公共卫生问题。        狂犬病是被感染狂犬病病毒的动物，常见的狗、猫等咬伤、抓伤、舔舐伤口或黏膜而引起的急性传染病。狂犬病病毒存在于这些动物的神经组织和唾液中，当人被病犬咬伤后，病毒经伤口进入人体。        狂犬病主要的临床表现是特有的恐水怕风，咽肌痉挛，进行性瘫痪（麻痹）。一旦发病进展迅速，生存的可能性极小，病死率几乎为100%，对人民生命健康造成严重威胁。 ,回复@C-POP木子:;;可不是嘛;,2017-08-17 22:31,non-rumor
虽然以后半夜不用频繁起床领你撒尿；一日三餐不用伺候你；每天不用照顾你洗澡换床铺；不用担心被你咬了感染或得狂犬病，但是我们一点都开心不起来，你太好养了给啥吃啥，又听话（能听懂我们80%的指示）还早晚陪跑山爬楼梯永不嫌累，加油，鬼鬼  [组图共6张] 原图 ,回复@暖暖的鸡血生活:哈哈扯平了扯平了;我也看到你老公了，嘿嘿;,2017-08-17 22:24,non-rumor
发布了头条文章：《这个狂犬病发作视频是假的！郑大二附院躺枪》 这个狂犬病发作视频是假的！郑大二附院躺枪  ,,2017-08-18 23:29,non-rumor
15名少年轮流性侵驴子 结果集体染上狂犬病 | 联合早报 15名少年轮流性侵驴子 结果集体染上狂犬病  ,,2017-08-18 23:05,non-rumor
"人重要还是宠物重要？我就记得当年我的老板养了一条狗咬了人，他亲自把那狗杀了，后来再不养狗，老板说，宠物这种东西养着不是为了惹事生非的，平时怎么闹，一旦咬了人，万一人家得了狂犬病毁的是一辈子的事。现在是貂，你们如果养不好是对别人的不负责  
原始用户",,2017-08-18 23:02,non-rumor
"天灾人祸意外疾病发生在个体身上没有概率可言的，非0即1,所以遇到猫狗别人说我胆小我认，我确实胆小怕死，最烦听到那种嘲笑着说没事它不咬人，你是狗吗，不是请不要替它保证，狂犬病跟艾滋一样沾上就死，还有说我杞人忧天想太多的，心大的总觉得啥事不会摊上你，多说无用，我继续小心活，您继续大胆走  ",回复@零ling010:木有，几乎全部人都一样，这是正常的，我也是看到、听到、近距离感受到一些才满慢慢意识到的，切肤之痛会长记性，所以说能擦边走过体会到是幸运的，太多人都体会到却为时已晚;;,2017-08-18 22:35,non-rumor
女子被自己的宠物狗咬伤狂犬病发作，送医院时趴在地面上学狗叫～#带你上热门##全民微视频#http,,2017-08-18 22:07,non-rumor
浙二医院，狂犬病晚期，二十多岁的美女啊!养狗还是有风险的，请大家注意哦。 用户6290416249的秒拍视频  ,,2017-08-18 22:00,non-rumor
15名少年轮流性侵驴子 结果集体染上狂犬病 ---摩洛哥近日传出了15名少年集体罹患狂犬病的案例，引起当地民众恐慌，经调查后发现，原来他们轮流性侵了一头驴子，此离谱行为不仅令家长一时不敢置信，也让当地医护人员与警察相当傻眼。英国《太阳报》报道，这15名少年因性侵驴子而染上狂犬病，使得他们与其家属都陷入“低潮与恐慌”的状态，而警方则怀疑，实际感染人数可能会更多，因为有些家长可能觉得，儿子做出这样的行为实在太可耻，会选择偷偷去求诊密医，甚至不敢让他们接受治疗。为了防止疫情扩大，当地政府也已经对驴子饲主下令，要求把这一头被集体性侵的驴子处死，目前也积极追查是否有更多染病者，并且呼吁曾跟动物“亲近”的人士应该尽速通报，避免疫情扩散。狂犬病为人畜共通的疫病，且所有温血动物都会感染，当人被携带病毒的动物感染后，其致死率接近几乎100%。为了防止感染狂犬病，民众不要接触来路不明的野生动物，也记得要每年带家中的犬猫施打疫苗，如果万一被动物咬伤时，一定要尽速送医。 http,,2017-08-18 21:58,non-rumor
今天可以说很悲剧了，FU被税，税金两百多 。我才买了500多的东西啊好生气 我退运了，发现FU要收我25镑的费用更生气了。晚上母上说去吃火锅泡汤从阿姨家回来被狗爪子抓了几下 有红痕没破皮，总感觉要发狂犬病。  ,打疫苗！以及母上也在上海还是你回家了？;请问为什么收费用呀？我买的lf的直接拒收 官博说不用出运费的呀？;;,2017-08-18 21:45,non-rumor
这两日，在摩洛哥，一共有15名七到十五岁的少年因染上狂犬病先后出现在Rabat 和Tánger镇诊所。这等规模的传染病引发了当地不安。经调查，这群少年承认没有被狗或其他动物咬伤，而是强-暴了一只驴  ,,2017-08-18 21:29,non-rumor
"腐国, 英国, 15名青年性侵一头驴后感染狂犬病 受害驴被处死#大鱼号#http",,2017-08-18 21:27,non-rumor
【美术教授被狗咬伤诉称创作源泉被毁索赔2万，法院不予认可】武汉一位美术教授李某路过一家文具店，不料被店主的小狗咬伤。李某认为自己被狗咬伤后精神受到伤害，“创作思维源泉被摧毁”，连一米见方的油画也画不出来了，并担忧注射预防狂犬病疫苗不能百分之百确保安全，为此起诉狗的主人索赔2万元精神抚慰金和医疗费等，并要求书面赔礼道歉。法院审理认为，李某提交的证据可以证明被告文具店老板家的狗咬人，故当由文具店老板承担责任。但被告的狗咬伤李某，未导致严重后果，所以对其提出索要精神抚慰金的要求，法院不予认可。楚天都市报http,我觉得这和拉不出屎怪地球没引力没什么区别;精神损害的确是有的，平白无故挨几针也是无妄之灾，再说的确有疫苗无效导致死亡的案例，心理压力可想而知。狗主自己不拴好狗，赔钱应该的。;理由虽然有点，但我支持索赔，2万太少，至少20万，让那些养狗不上绳狗到处窜的人小心点。;,2017-08-19 12:00,non-rumor
每年超500人死于狂犬病 半数与流浪狗有关 每年超500人死于狂犬病 半数与流浪狗有关  ,,2017-08-19 23:59,non-rumor
在大家眼中，像登革热，狂犬病这些病离我们很遥远。我原本都是这样想，但它们其实无处不在。或许只是一个小小的蚊子包，一个小伤口，都可能给家里带来厄运。请大家认真关注自己的身体，别等厄运来临才后悔！  ,,2017-08-19 23:08,non-rumor
吉林大学附属第二医院，一个25岁女子被自己的宠物狗咬伤狂犬病发作送医院抢救，趴在地面上于当晚死亡，养狗须谨慎 朵色彩妆达人燕儿的秒拍视频  ,,2017-08-19 22:53,non-rumor
昨晚小小仓鼠破洞而逃，这是它们第一次离家出走，（至今还有一只未归）其中一只粘在蟑螂屋里，焦虑又恐慌，为了帮它解围，我一点一点的小心翼翼地帮它逃离，结果被狠狠的咬了一口，出血…伤口各种冲洗、消毒，百度、问询……最后去医院，诊断结果是，老鼠不会传染狂犬病……没事了。期间，感受到了朋友们的关心与担忧，幸福感满满 [组图共3张] 原图 ,,2017-08-19 22:40,non-rumor
浙二医院，狂犬病晚期，二十多岁的美女啊！养狗还是有很大风险的啊……好可怜啊！我喜欢狗，但是我不养狗，一是狗有病毒，二是狗的卫生问题  ,,2017-08-19 22:25,non-rumor
"狂犬病有潜伏期，世界卫生组织通过翔实的研究，多数是20天到2月，最长期限是6年!健康的狗不带毒!医学术语带毒;是有有传染性!不带毒 指的是，即使猫狗携带了狂犬病病毒，在它们没有发病前，是不具备传染性的。  
原始用户",,2017-08-19 21:57,non-rumor
美洋洋（王学群）的连载自传1在前言里为什么说我不幸呢？那是因为在我一岁多的时候就失去了父亲。我的记忆里从来就没有父亲的样子，只是听亲人们说我的父亲曾经是一名军人，一个高大帅气并且聪明能干的男人，在我出生的小镇上的供销社里当经理。父亲爰钓鱼，那年大年初二一大早，父亲带上他心爰的钓竿和我们四姐妹一起去外婆家拜年，正当我们高高兴兴地走着，刚走到太阳冲的三叉路口，突然从山上窜下一只大疯狗，当时它疯狂的咬向我们姐妹几个，父亲为了救我们，用钓鱼竿打那只疯狗，直到鱼竿被打断了，疯狗也没被打走，反倒凶猛的扑向了父亲，死死的咬住了父亲的虎口，直到后来众路人一起合力打死了疯狗，才把父亲的手从疯狗嘴里掰出来，当时整个手已经变成了乌红色，留下了五个深深的血齿印。一年后，父亲因狂犬病发作，丢下我们四姐妹和母亲，从此阴阳两隔。 ,,2017-08-19 21:14,non-rumor
发表了博文《狂犬病疫苗的产生》数千年来，在那些对人类构成威胁的烈性传染病中，狂犬病一直占据着特殊的地位。尽管狂犬病对历史的影响可以说是微乎其微，但在许多国家和地区的文化中，对狂犬病的恐惧却根深蒂固。狂狂犬病疫苗的产生  ,,2017-08-20 23:07,non-rumor
发表了博文《我国当前狂犬病疫情》狂犬病是一种早就被人类充分认识并找到了有效解决办法的疾病。该病的病原体狂犬病毒在遗传上非常稳定，一百多年前法国巴斯德发明的狂犬病疫苗在今天仍然十分有效。其传染源和传播途我国当前狂犬病疫情  ,,2017-08-20 23:02,non-rumor
发表了博文《接种狂犬病疫苗后能饮酒或运动吗？》目前国产狂犬病疫苗的使用说明书中，都包括如下“注意事项”：“忌饮酒、浓茶等刺激性食物及剧烈运动等。”许多网友都提问：“为什么接种了狂犬病疫苗后不能饮酒、不接种狂犬病疫苗后能饮酒或运动吗？  ,,2017-08-20 22:51,non-rumor
"我闹不明白  这个视频也会被新浪官方封，狂犬病而已，这就是所谓的言论自由吗？  
原始用户",,2017-08-20 22:44,non-rumor
今天发现门口有一只小白狗，长得很像小七那只小狐狸，爷爷说前几天跟着奶奶回来的，一直没吃没喝，今天下午终于一点点不动了，因为爷爷已经养了只大狗+我害怕被咬得狂犬病，不然的话真的想养，因为真的非常像小七  ,,2017-08-20 22:28,non-rumor
"我特别喜欢养狗，可是又很害怕狂犬病怎么办？  
原始用户",,2017-08-21 23:54,non-rumor
#亚洲新歌榜# 【注意】路上总会遇到遛狗的人。觉悟高的人遛小型犬也栓狗绳，没觉悟的人就不提了❗ 本来不想发这个视频的，可惜了这个好年纪❗ 据说是吉林大学附属第二医院，一个25岁女子被自己的宠物狗咬伤狂犬病发作，送医院抢救，趴在地面上，于当晚死亡养狗须谨慎，给你的爱犬按时打疫苗，遛狗拴 绳❗ 因为狂犬病一旦发作，无药可医❗真的是心酸养宠物的小伙伴们要注意了#花红益生菌酵素软糖##互粉# http,真的痛心啊;;,2017-08-21 23:22,non-rumor
【伏天虎威】这故事编的，差不点我就信了！特別狂犬病女在地上爬行那个  http,,2017-08-21 23:17,non-rumor
送回原籍医院治疗 上海不接受狂犬病的 《足协杯半决赛次回合开球时间公布 恒大期盼逆转》足协杯半决赛次回合开球时间公布 恒大期盼逆转（来自@新浪体育 客户端。下载地址：http,,2017-08-21 22:50,non-rumor
